DATE;HEURE;NO;NO2;PM10;PM25;CO2;TEMP;HUMI
13-mars-14;2:00;ND;ND;42;33;505;20;34,6
13-mars-14;4:00;ND;ND;46;42;481;19,7;36,6
13-mars-14;9:00;ND;ND;225;100;658;20,5;41,1
13-mars-14;10:00;ND;ND;169;85;568;20,4;40,3
13-mars-14;12:00;ND;ND;167;68;574;21,2;34,9
13-mars-14;17:00;ND;ND;227;94;765;22,8;34,2
14-mars-14;0:00;ND;ND;184;80;463;21,2;39,4
14-mars-14;5:00;ND;ND;102;55;472;20,2;42,7
14-mars-14;9:00;ND;ND;191;85;624;20,9;41,8
14-mars-14;11:00;ND;ND;214;95;615;21,2;39,7
14-mars-14;14:00;ND;ND;142;52;614;22,1;33,7
14-mars-14;21:00;ND;ND;120;65;498;21,5;38,8
15-mars-14;2:00;ND;ND;58;48;416;20,4;39,6
15-mars-14;5:00;ND;ND;115;66;426;20;39,3
15-mars-14;10:00;ND;ND;92;34;503;20,5;40,7
15-mars-14;14:00;ND;ND;96;31;586;21,2;38,7
15-mars-14;17:00;ND;ND;117;41;624;21,5;36,1
15-mars-14;22:00;ND;ND;76;32;483;20,9;35,9
15-mars-14;23:00;ND;ND;94;41;461;20,8;37,6
16-mars-14;1:00;ND;ND;48;27;415;21,2;38,7
16-mars-14;3:00;ND;ND;10;9;401;21,1;39,6
16-mars-14;6:00;ND;ND;53;25;419;19,8;41,7
16-mars-14;9:00;ND;ND;98;39;445;20;42,6
16-mars-14;19:00;ND;ND;64;22;460;21;38,3
16-mars-14;21:00;ND;ND;55;25;444;20,9;37,4
16-mars-14;22:00;ND;ND;62;26;442;20,8;38,9
17-mars-14;0:00;ND;ND;112;48;402;21;41,4
17-mars-14;11:00;100;63;245;102;561;20,6;43,6
21-oct-13;23:00;25;32;53;21;520;26;52
22-oct-13;2:00;11;27;17;12;504;25;53
22-oct-13;11:00;71;47;241;89;637;27;46
22-oct-13;16:00;80;52;226;75;797;27;49
22-oct-13;17:00;102;53;194;68;812;28;49
22-oct-13;23:00;34;36;93;43;536;27;45
23-oct-13;0:00;12;31;70;30;526;26;45
23-oct-13;1:00;31;32;30;18;520;26;47
23-oct-13;3:00;43;30;26;16;527;27;43
23-oct-13;7:00;42;48;170;54;724;27;44
23-oct-13;10:00;30;54;110;37;615;27;43
23-oct-13;11:00;26;54;111;36;614;27;42
23-oct-13;15:00;29;58;163;57;623;25;47
23-oct-13;22:00;12;45;74;29;442;24;49
23-oct-13;23:00;73;50;62;22;424;24;49
24-oct-13;1:00;4;30;24;12;413;24;49
24-oct-13;5:00;64;45;68;25;510;24;51
24-oct-13;6:00;93;47;109;38;610;24;51
24-oct-13;8:00;112;56;105;35;531;24;49
24-oct-13;13:00;89;62;109;35;550;24;50
25-oct-13;13:00;79;48;110;42;592;25;58
25-oct-13;17:00;98;53;126;47;642;25;59
25-oct-13;23:00;29;37;68;24;447;24;60
26-oct-13;1:00;24;31;11;6;427;23;62
26-oct-13;3:00;7;24;56;21;428;24;61
26-oct-13;8:00;40;37;59;23;491;24;60
26-oct-13;9:00;39;37;56;19;508;24;59
27-oct-13;10:00;4;47;45;14;444;23;47
27-oct-13;17:00;15;56;64;25;490;24;47
27-oct-13;20:00;5;41;50;24;445;24;53
28-oct-13;0:00;3;24;40;12;415;24;52
28-oct-13;2:00;<2;16;<5;<5;412;24;47
28-oct-13;7:00;14;45;135;48;575;24;53
28-oct-13;14:00;39;59;153;47;549;24;40
28-oct-13;20:00;29;59;96;32;484;24;39
28-oct-13;22:00;9;46;91;30;456;23;40
29-oct-13;1:00;<2;24;18;8;414;23;38
29-oct-13;4:00;<2;25;19;10;425;22;39
29-oct-13;18:00;81;71;108;37;635;23;37
30-oct-13;3:00;14;39;54;17;426;21;36
30-oct-13;6:00;89;59;88;30;522;22;38
30-oct-13;7:00;140;67;105;35;598;21;39
30-oct-13;13:00;71;72;115;33;547;22;36
30-oct-13;15:00;74;76;118;39;600;23;35
30-oct-13;16:00;86;78;133;44;634;23;36
31-oct-13;3:00;420;65;54;34;481;23;37
31-oct-13;7:00;218;55;286;106;695;22;38
31-oct-13;14:00;37;59;ND;70;561;23;36
31-oct-13;16:00;60;61;291;92;728;24;39
31-oct-13;17:00;64;61;275;95;771;24;39
31-oct-13;21:00;32;53;164;56;499;24;36
01-nov-13;3:00;11;35;9;6;418;24;41
01-nov-13;8:00;15;42;121;41;468;23;46
01-nov-13;23:00;11;37;157;49;456;23;46
02-nov-13;7:00;27;33;180;72;451;23;58
02-nov-13;8:00;22;35;173;60;466;23;56
02-nov-13;11:00;37;45;133;43;523;23;50
02-nov-13;14:00;44;57;132;42;566;24;47
02-nov-13;16:00;40;53;193;74;590;24;48
02-nov-13;20:00;21;60;126;40;481;23;45
03-nov-13;4:00;<2;22;11;11;412;22;36
03-nov-13;6:00;3;27;137;49;427;22;36
03-nov-13;11:00;8;47;124;38;456;23;33
03-nov-13;12:00;6;43;113;34;462;23;33
03-nov-13;19:00;10;48;104;34;464;22;38
03-nov-13;20:00;8;41;126;39;452;23;40
04-nov-13;10:00;57;50;267;101;519;23;49
04-nov-13;18:00;110;64;183;65;671;23;36
04-nov-13;19:00;110;61;255;152;593;23;35
04-nov-13;23:00;29;49;141;46;449;22;32
05-nov-13;2:00;179;59;80;43;438;23;32
05-nov-13;8:00;142;50;277;84;760;22;42
05-nov-13;9:00;139;52;144;46;581;21;42
05-nov-13;20:00;17;60;85;32;477;22;41
05-nov-13;23:00;9;50;62;33;438;22;42
06-nov-13;2:00;4;33;21;17;414;22;48
06-nov-13;9:00;ND;ND;ND;ND;ND;ND;ND
06-nov-13;12:00;ND;ND;ND;ND;ND;ND;ND
06-nov-13;16:00;ND;ND;ND;ND;ND;ND;ND
06-nov-13;17:00;ND;ND;ND;ND;ND;ND;ND
07-nov-13;2:00;4;24;15;7;399;21;52
07-nov-13;7:00;70;52;221;68;654;21;53
07-nov-13;9:00;ND;ND;ND;ND;614;22;52
07-nov-13;15:00;69;52;282;108;612;22;51
07-nov-13;19:00;44;50;209;77;592;22;54
07-nov-13;22:00;39;69;106;38;502;22;51
07-nov-13;23:00;23;58;195;66;472;22;51
08-nov-13;3:00;5;39;19;<5;420;21;48
08-nov-13;5:00;19;52;90;30;463;21;51
08-nov-13;7:00;92;61;310;100;664;22;52
08-nov-13;14:00;68;64;143;52;582;22;52
08-nov-13;18:00;59;57;243;83;704;22;44
08-nov-13;20:00;20;53;161;53;499;21;40
08-nov-13;21:00;17;50;168;57;480;22;39
09-nov-13;3:00;23;36;16;12;417;21;36
09-nov-13;10:00;31;49;158;48;518;21;37
09-nov-13;11:00;32;51;202;63;533;21;38
09-nov-13;12:00;35;52;126;34;546;21;39
09-nov-13;18:00;81;59;168;54;617;21;43
09-nov-13;22:00;29;49;148;52;496;21;39
25-sept-14;12:00;46;51;211;96;505;25;37
25-sept-14;13:00;76;62;191;89;527;25;36
25-sept-14;14:00;87;70;177;77;576;26;34
25-sept-14;17:00;81;75;134;69;697;26;34
25-sept-14;20:00;51;67;188;87;451;25;38
25-sept-14;21:00;139;80;198;93;458;25;39
25-sept-14;22:00;158;83;151;68;454;25;39
25-sept-14;23:00;ND;ND;ND;<5;ND;24;40
26-sept-14;3:00;64;45;146;9;470;24;43
26-sept-14;7:00;249;55;379;155;885;25;46
26-sept-14;8:00;148;48;527;259;650;25;44
26-sept-14;15:00;58;59;326;137;848;27;39
26-sept-14;20:00;62;59;285;124;510;26;45
27-sept-14;2:00;7;45;11;8;415;25;47
27-sept-14;5:00;34;39;159;65;459;25;49
27-sept-14;7:00;84;46;180;69;510;25;48
27-sept-14;9:00;75;56;157;66;555;25;46
27-sept-14;14:00;31;53;298;133;615;27;46
27-sept-14;19:00;80;60;214;99;538;26;46
28-sept-14;3:00;<2;35;53;28;418;25;49
28-sept-14;4:00;<2;31;169;76;429;25;47
28-sept-14;11:00;<2;42;424;161;472;26;45
28-sept-14;15:00;<2;53;180;80;489;27;42
28-sept-14;22:00;22;68;111;51;436;26;46
29-sept-14;1:00;<2;29;17;13;398;25;47
29-sept-14;2:00;<2;24;10;10;398;25;48
29-sept-14;3:00;<2;29;64;39;414;25;49
29-sept-14;8:00;114;50;286;133;619;26;55
29-sept-14;14:00;57;53;272;129;646;27;52
29-sept-14;18:00;39;44;553;293;639;27;56
29-sept-14;20:00;24;43;399;183;476;27;58
29-sept-14;22:00;7;44;126;57;426;26;55
30-sept-14;0:00;<2;30;53;25;404;26;56
30-sept-14;3:00;<2;23;65;32;414;25;57
30-sept-14;8:00;161;43;358;169;633;26;54
30-sept-14;9:00;171;47;429;208;586;27;54
30-sept-14;12:00;64;49;355;166;561;27;50
30-sept-14;23:00;29;55;231;97;421;26;48
01-oct-14;6:00;152;40;329;143;767;26;51
01-oct-14;13:00;51;55;217;91;569;28;42
01-oct-14;20:00;55;56;230;99;474;27;44
02-oct-14;14:00;64;57;195;77;614;28;45
02-oct-14;21:00;51;54;115;53;442;27;49
02-oct-14;23:00;55;49;65;31;391;26;48
03-oct-14;0:00;29;44;21;12;385;26;49
03-oct-14;2:00;23;40;8;11;385;25;49
03-oct-14;7:00;212;48;236;100;728;26;50
03-oct-14;11:00;ND;ND;238;78;ND;28;44
03-oct-14;19:00;89;83;269;119;559;28;42
03-oct-14;23:00;289;91;138;84;483;27;44
04-oct-14;12:00;15;56;213;93;572;27;44
04-oct-14;16:00;34;62;247;103;654;27;43
04-oct-14;23:00;<2;36;100;44;399;25;41
05-oct-14;5:00;<2;20;109;47;406;25;40
05-oct-14;7:00;9;29;231;85;426;25;39
05-oct-14;18:00;33;48;244;106;471;25;37
06-oct-14;1:00;7;46;9;6;394;24;36
06-oct-14;2:00;<2;42;<5;<5;388;24;36
06-oct-14;3:00;27;41;42;22;411;24;38
06-oct-14;19:00;24;35;251;122;480;25;49
07-oct-14;11:00;26;45;240;93;526;25;41
08-oct-14;1:00;<2;18;18;10;363;23;46
08-oct-14;12:00;43;32;257;142;532;25;56
08-oct-14;23:00;<2;25;174;55;347;24;52
09-oct-14;9:00;60;38;183;77;476;25;53
09-oct-14;10:00;44;40;227;86;494;25;51
09-oct-14;14:00;27;48;249;90;550;26;41
09-oct-14;19:00;32;41;192;88;452;26;48
09-oct-14;22:00;13;33;175;61;380;25;52
10-oct-14;3:00;<2;17;29;16;348;24;48
10-oct-14;5:00;42;25;302;132;476;24;51
10-oct-14;15:00;68;51;217;87;779;26;45
11-oct-14;3:00;21;27;36;23;430;24;53
11-oct-14;6:00;37;28;94;40;482;24;55
11-oct-14;14:00;44;49;232;105;613;25;45
11-oct-14;15:00;48;57;135;59;631;25;43
11-oct-14;17:00;79;59;160;66;642;25;44
11-oct-14;20:00;67;58;185;83;483;25;44
11-oct-14;22:00;64;59;113;50;472;24;45
12-oct-14;0:00;54;61;20;16;425;24;44
12-oct-14;4:00;13;42;54;26;433;24;43
12-oct-14;18:00;84;43;110;54;492;24;56
12-oct-14;19:00;64;36;107;55;474;24;56
12-oct-14;20:00;70;38;97;48;464;24;56
12-oct-14;21:00;51;33;118;51;447;24;56
12-oct-14;22:00;31;28;101;46;433;24;56
12-oct-14;23:00;12;24;139;67;408;24;56
13-oct-14;1:00;<2;16;<5;<5;390;24;52
13-oct-14;2:00;<2;12;<5;<5;384;24;50
13-oct-14;8:00;32;36;359;161;562;25;48
13-oct-14;18:00;42;58;291;135;582;25;41
13-oct-14;21:00;11;55;57;22;440;24;39
14-oct-14;8:00;97;60;178;76;564;24;40
14-oct-14;10:00;49;59;103;45;534;24;38
14-oct-14;14:00;47;52;325;149;616;25;39
14-oct-14;18:00;77;67;380;167;627;25;38
15-oct-14;7:00;206;57;229;98;788;24;44
15-oct-14;8:00;195;56;289;131;604;24;45
15-oct-14;9:00;170;54;261;111;564;24;47
15-oct-14;22:00;19;39;83;34;411;24;51
22-juil-13;13:00;18;110;59;17;513;30;51
22-juil-13;23:00;10;40;ND;ND;ND;ND;33
23-juil-13;6:00;94;91;126;110;ND;30;54
23-juil-13;7:00;76;101;118;99;ND;30;54
23-juil-13;11:00;26;130;78;64;ND;30;52
23-juil-13;13:00;74;122;88;66;ND;30;57
23-juil-13;17:00;33;106;122;64;ND;31;56
23-juil-13;22:00;9;70;58;25;ND;30;55
24-juil-13;9:00;58;70;57;39;ND;29;53
24-juil-13;13:00;53;102;84;40;ND;30;53
24-juil-13;14:00;59;105;80;41;ND;30;53
24-juil-13;15:00;40;98;139;62;ND;30;53
24-juil-13;18:00;51;128;99;56;ND;30;55
25-juil-13;3:00;4;28;<5;<5;ND;28;55
25-juil-13;4:00;17;50;20;<5;ND;29;54
25-juil-13;5:00;53;66;59;21;ND;29;53
25-juil-13;9:00;25;70;64;20;ND;29;51
25-juil-13;11:00;21;85;70;24;ND;30;52
25-juil-13;12:00;19;89;86;27;ND;30;52
25-juil-13;13:00;28;91;86;25;ND;30;51
25-juil-13;14:00;29;78;118;35;ND;30;52
25-juil-13;17:00;33;82;95;32;ND;31;52
25-juil-13;19:00;26;80;58;18;ND;30;52
25-juil-13;22:00;33;80;ND;20;ND;ND;ND
26-juil-13;1:00;15;37;ND;ND;408;29;55
26-juil-13;3:00;55;41;ND;<5;398;29;56
26-juil-13;8:00;83;78;ND;26;460;29;58
26-juil-13;9:00;93;85;ND;28;459;29;58
26-juil-13;12:00;12;70;ND;13;457;30;57
26-juil-13;13:00;15;79;ND;14;472;30;56
26-juil-13;17:00;21;85;ND;42;502;31;55
26-juil-13;19:00;10;74;ND;27;408;30;55
27-juil-13;10:00;10;63;55;17;425;29;56
27-juil-13;12:00;15;84;40;11;452;30;54
27-juil-13;13:00;9;77;46;16;469;30;54
27-juil-13;17:00;50;104;74;32;501;30;55
27-juil-13;20:00;5;37;7;12;389;30;55
28-juil-13;9:00;6;34;22;8;386;28;51
29-juil-13;4:00;11;22;39;14;398;27;53
29-juil-13;6:00;30;32;110;42;501;28;54
29-juil-13;9:00;25;38;74;21;430;28;53
30-juil-13;3:00;<2;8;13;6;369;27;54
30-juil-13;6:00;32;34;152;64;507;27;53
30-juil-13;8:00;25;41;60;22;436;27;52
30-juil-13;13:00;28;46;101;33;452;28;52
30-juil-13;22:00;6;20;48;16;376;28;55
30-juil-13;23:00;6;17;39;14;363;28;55
31-juil-13;4:00;11;16;31;12;394;27;56
31-juil-13;10:00;44;31;57;20;436;28;55
31-juil-13;12:00;37;35;61;20;450;28;55
31-juil-13;23:00;69;56;230;39;387;29;55
01-août-13;0:00;36;46;41;10;378;28;55
01-août-13;1:00;32;43;17;7;385;28;55
01-août-13;4:00;35;36;76;26;434;28;55
01-août-13;8:00;76;62;124;43;486;29;55
01-août-13;12:00;28;99;89;31;484;30;53
01-août-13;16:00;48;105;192;62;607;31;51
01-août-13;17:00;49;104;228;79;569;31;51
01-août-13;18:00;44;107;114;40;486;30;50
01-août-13;22:00;37;87;120;47;421;30;52
02-août-13;1:00;13;64;35;14;392;30;53
02-août-13;2:00;37;62;32;15;398;29;54
02-août-13;15:00;19;84;295;117;628;32;53
02-août-13;16:00;15;90;223;82;603;32;53
02-août-13;18:00;15;80;194;81;492;31;55
02-août-13;23:00;30;45;106;39;404;30;54
03-août-13;11:00;7;54;92;28;464;29;48
03-août-13;14:00;15;72;82;25;499;30;47
04-août-13;0:00;6;63;18;7;393;29;47
04-août-13;2:00;28;66;31;15;410;29;48
04-août-13;8:00;15;55;67;20;425;29;50
04-août-13;12:00;4;48;73;18;424;29;46
04-août-13;19:00;6;65;107;33;420;30;45
04-août-13;20:00;16;75;96;32;421;29;45
05-août-13;3:00;32;57;48;22;438;28;48
05-août-13;6:00;123;71;136;46;579;29;48
05-août-13;7:00;150;85;243;81;587;29;49
05-août-13;8:00;92;89;201;69;486;29;49
05-août-13;19:00;6;52;30;15;416;29;51
06-août-13;3:00;<2;16;21;9;396;27;52
06-août-13;5:00;26;45;74;29;453;27;52
06-août-13;7:00;42;48;193;81;542;28;53
06-août-13;10:00;30;64;37;13;462;28;51
06-août-13;12:00;20;64;32;11;474;28;50
06-août-13;18:00;29;79;142;43;489;28;50
07-août-13;1:00;3;31;15;6;397;28;51
07-août-13;6:00;47;44;212;82;530;27;57
07-août-13;12:00;47;51;73;31;495;27;55
07-août-13;15:00;43;58;180;70;557;28;54
07-août-13;18:00;41;60;156;65;494;27;54
08-août-13;1:00;<2;19;<5;<5;395;26;53
08-août-13;6:00;ND;ND;172;60;543;26;52
08-août-13;8:00;30;48;84;29;465;26;52
08-août-13;17:00;32;68;189;77;550;28;49
08-août-13;18:00;22;72;100;44;484;28;49
09-août-13;0:00;3;38;19;10;389;26;50
09-août-13;7:00;73;66;106;43;535;27;51
09-août-13;10:00;12;58;63;27;468;27;53
09-août-13;20:00;8;49;93;34;418;28;50
10-août-13;5:00;9;28;310;123;418;26;51
16-oct-14;19:00;61;43;284;133;512;25;55
16-oct-14;22:00;11;38;188;75;398;24;56
17-oct-14;7:00;61;42;184;83;694;25;54
17-oct-14;8:00;58;45;170;78;515;25;54
17-oct-14;11:00;34;46;140;62;584;25;52
17-oct-14;14:00;38;46;185;79;673;25;51
18-oct-14;0:00;23;42;33;15;421;24;51
18-oct-14;2:00;7;31;9;<5;415;24;51
18-oct-14;9:00;65;34;257;113;554;25;53
18-oct-14;13:00;46;50;156;69;623;26;54
18-oct-14;16:00;60;54;211;92;658;26;55
19-oct-14;7:00;15;31;143;63;467;25;55
19-oct-14;8:00;22;33;157;73;465;25;55
19-oct-14;9:00;18;34;125;58;473;25;55
19-oct-14;11:00;9;35;106;49;466;25;55
19-oct-14;13:00;6;36;184;79;464;26;54
19-oct-14;15:00;10;42;165;72;475;26;52
19-oct-14;17:00;51;50;130;59;503;26;52
20-oct-14;6:00;75;40;316;130;689;25;55
20-oct-14;9:00;58;52;117;41;515;25;47
20-oct-14;11:00;50;47;118;44;552;25;47
20-oct-14;12:00;53;43;186;75;553;25;47
20-oct-14;13:00;59;48;146;58;567;25;46
20-oct-14;22:00;15;33;82;26;423;24;46
21-oct-14;3:00;5;19;54;22;401;23;47
21-oct-14;4:00;9;29;124;48;438;24;46
21-oct-14;7:00;46;38;357;158;719;25;48
21-oct-14;8:00;51;40;216;90;549;24;47
21-oct-14;11:00;19;38;132;60;518;25;48
21-oct-14;14:00;30;39;275;126;605;25;40
21-oct-14;15:00;30;38;382;165;698;25;41
21-oct-14;20:00;12;41;163;72;447;24;35
21-oct-14;23:00;<2;29;110;54;382;23;32
22-oct-14;0:00;12;27;38;13;378;23;31
22-oct-14;7:00;85;49;342;139;678;23;36
22-oct-14;8:00;78;52;181;79;530;23;34
22-oct-14;17:00;74;56;236;100;706;24;36
23-oct-14;0:00;ND;ND;ND;ND;ND;21;43
23-oct-14;8:00;74;53;ND;109;582;23;41
23-oct-14;11:00;45;56;ND;59;558;23;38
23-oct-14;14:00;33;56;ND;73;626;24;35
23-oct-14;19:00;35;57;ND;66;520;24;38
23-oct-14;23:00;4;37;ND;41;410;23;39
24-oct-14;7:00;70;56;293;112;674;23;41
24-oct-14;11:00;49;57;158;53;554;23;40
24-oct-14;12:00;40;52;158;56;561;24;41
24-oct-14;19:00;55;51;209;85;504;24;44
24-oct-14;22:00;30;43;198;86;460;24;44
25-oct-14;2:00;288;107;19;12;406;22;44
25-oct-14;10:00;83;49;134;59;543;23;50
26-oct-14;4:00;165;44;68;54;491;22;54
26-oct-14;6:00;75;32;93;53;458;23;52
26-oct-14;14:00;12;46;101;38;450;24;48
27-oct-14;1:00;20;44;17;9;400;22;47
27-oct-14;3:00;48;43;11;12;425;22;47
27-oct-14;12:00;177;59;195;95;600;24;49
27-oct-14;14:00;85;58;134;54;569;24;48
27-oct-14;17:00;131;55;337;136;836;25;49
28-oct-14;0:00;46;37;171;81;397;23;47
28-oct-14;14:00;90;43;123;52;557;23;43
28-oct-14;18:00;103;42;274;117;785;24;47
28-oct-14;23:00;15;38;123;50;410;23;46
29-oct-14;0:00;41;37;132;58;386;22;47
29-oct-14;14:00;119;51;151;67;591;24;49
29-oct-14;21:00;158;52;283;130;494;24;53
30-oct-14;1:00;76;42;85;50;411;23;54
30-oct-14;3:00;287;86;51;46;429;23;53
30-oct-14;16:00;115;63;268;114;723;25;46
30-oct-14;17:00;124;57;382;171;833;25;47
30-oct-14;20:00;148;69;199;84;520;24;47
31-oct-14;0:00;93;54;103;47;401;24;46
31-oct-14;10:00;126;55;232;89;522;24;44
31-oct-14;11:00;129;61;261;103;532;24;44
31-oct-14;16:00;99;60;265;113;793;26;43
31-oct-14;23:00;64;38;161;64;497;25;50
01-nov-14;2:00;42;24;35;31;431;24;50
01-nov-14;6:00;32;28;156;58;464;24;47
01-nov-14;8:00;45;31;136;54;479;23;46
01-nov-14;16:00;51;55;158;64;605;25;50
01-nov-14;21:00;27;42;152;61;465;24;54
01-nov-14;22:00;25;41;92;39;475;24;53
02-nov-14;1:00;5;33;33;14;399;24;50
02-nov-14;3:00;<2;19;<5;<5;391;23;48
02-nov-14;9:00;5;31;156;56;442;24;50
02-nov-14;10:00;6;29;137;51;451;24;51
02-nov-14;17:00;10;35;181;82;506;25;50
03-nov-14;8:00;19;37;214;82;730;24;48
03-nov-14;16:00;23;39;243;104;723;24;53
04-nov-14;0:00;52;35;172;81;393;23;46
04-nov-14;1:00;9;33;34;7;386;23;43
04-nov-14;4:00;<2;30;22;9;398;22;42
04-nov-14;14:00;46;47;199;73;541;23;40
04-nov-14;22:00;34;48;80;31;452;23;38
05-nov-14;3:00;3;28;7;<5;394;21;36
05-nov-14;7:00;93;45;217;93;708;22;40
05-nov-14;11:00;51;50;212;83;519;22;36
05-nov-14;20:00;55;50;258;103;494;23;36
06-nov-14;1:00;9;30;34;27;399;22;37
06-nov-14;5:00;31;36;103;45;455;21;39
06-nov-14;22:00;21;41;101;38;464;22;36
17-mars-14;12:00;88;69;149;57;564;20,5;42,5
17-mars-14;17:00;131;74;151;59;713;20,8;44
17-mars-14;18:00;116;66;139;53;707;21;44,1
17-mars-14;20:00;96;69;135;54;543;20,6;42,4
18-mars-14;1:00;27;46;39;24;431;20,9;41,3
18-mars-14;3:00;7;30;<5;6;415;20,6;41,7
18-mars-14;8:00;113;54;237;94;718;20,7;46,7
18-mars-14;11:00;86;56;230;103;546;20,8;42,8
18-mars-14;12:00;77;64;273;103;555;20,7;41,1
19-mars-14;6:00;49;68;97;41;523;19,6;43,5
19-mars-14;15:00;63;82;222;76;597;21,3;38,3
19-mars-14;16:00;97;78;247;95;723;21,9;39,3
20-mars-14;0:00;118;81;128;54;448;21;40,4
20-mars-14;8:00;174;81;153;52;770;20,6;40,7
20-mars-14;9:00;115;60;380;153;608;21,1;41,8
20-mars-14;13:00;32;76;189;64;549;21,8;36,4
20-mars-14;14:00;23;83;114;37;542;21,6;35,4
20-mars-14;23:00;9;55;181;63;460;21,7;39,9
21-mars-14;1:00;311;371;60;23;442;22,3;38,5
21-mars-14;2:00;24;49;23;12;416;21,8;39,7
21-mars-14;15:00;66;81;215;68;638;21,8;32,2
21-mars-14;16:00;47;82;114;34;663;21,4;31,5
21-mars-14;21:00;18;73;89;12;502;21,2;29,1
21-mars-14;23:00;12;63;92;41;495;21;29,8
22-mars-14;1:00;2558;554;482;439;578;22,1;29,9
22-mars-14;5:00;3;34;35;8;442;20;38,8
22-mars-14;7:00;7;52;100;31;471;20,1;39,8
22-mars-14;9:00;25;65;88;26;506;20,3;41,4
22-mars-14;17:00;28;75;100;33;598;20,9;27,5
22-mars-14;18:00;30;76;97;28;592;20,7;28,6
22-mars-14;20:00;23;67;101;32;518;20,6;29,2
23-mars-14;2:00;32;51;<5;<5;423;19,8;30,9
23-mars-14;7:00;4;45;41;16;442;18,7;32,5
23-mars-14;10:00;9;56;58;17;464;19,2;32,1
23-mars-14;11:00;13;60;64;17;480;19,5;30,4
23-mars-14;12:00;11;59;84;22;483;19,8;27,4
23-mars-14;13:00;18;66;98;34;478;19,5;30,2
23-mars-14;14:00;22;72;64;27;488;19,5;32,8
24-mars-14;2:00;<2;35;<5;<5;426;18,9;32,6
24-mars-14;12:00;101;82;149;57;556;19,3;29
24-mars-14;16:00;76;79;215;83;701;20,1;27
24-mars-14;18:00;80;79;222;87;716;20,1;27,3
24-mars-14;20:00;75;77;227;89;527;20,1;27,1
24-mars-14;23:00;25;73;107;41;458;19,6;25,9
25-mars-14;2:00;<2;44;42;11;430;19,2;27,3
25-mars-14;10:00;79;80;80;29;517;18,5;40,2
25-mars-14;12:00;80;79;84;35;545;18,9;40,4
25-mars-14;14:00;99;79;96;43;554;18,9;40,4
25-mars-14;23:00;24;65;61;28;455;18,7;35
26-mars-14;5:00;43;57;68;30;473;17,6;33
26-mars-14;10:00;109;74;149;56;532;18,7;31,7
26-mars-14;20:00;48;72;226;92;515;19,3;33,5
27-mars-14;2:00;5;47;16;10;419;19,2;32,1
27-mars-14;4:00;19;56;24;11;437;18,4;33,1
27-mars-14;7:00;267;92;126;53;692;18;36,6
27-mars-14;11:00;ND;ND;110;42;ND;18,8;29,2
27-mars-14;19:00;86;98;121;48;621;19,6;25,6
28-mars-14;2:00;19;56;ND;ND;452;19,8;29,8
28-mars-14;4:00;8;58;24;12;454;18,5;28,5
28-mars-14;8:00;161;88;251;92;722;19,2;31,2
28-mars-14;20:00;81;97;192;98;573;20,8;29,9
29-mars-14;16:00;48;95;127;55;625;21,4;29,3
29-mars-14;17:00;94;106;138;58;655;21,6;30,6
30-mars-14;13:00;16;82;108;39;493;21,1;31,6
30-mars-14;16:00;29;92;119;44;512;21,5;32
30-mars-14;20:00;108;103;99;51;503;21,5;36,4
31-mars-14;6:00;381;101;210;94;823;21,2;43,8
31-mars-14;8:00;189;81;260;115;627;21,4;41,1
31-mars-14;10:00;86;84;125;51;570;21,8;37,3
31-mars-14;13:00;63;86;130;58;566;22,3;38,3
31-mars-14;14:00;59;73;252;102;597;22,7;39,6
31-mars-14;18:00;58;81;165;66;589;22,6;39,6
31-mars-14;20:00;45;83;135;49;484;22,1;40,4
01-avr-14;2:00;75;72;26;19;455;22;42
01-avr-14;11:00;92;87;165;65;570;23;40
01-avr-14;12:00;61;78;241;89;560;23;41
01-avr-14;21:00;35;83;135;59;489;23;41
01-avr-14;22:00;24;84;149;56;458;23;39
01-avr-14;23:00;21;78;161;76;430;22;39
02-avr-14;2:00;6;52;16;12;417;22;38
02-avr-14;8:00;126;67;233;99;600;22;42
02-avr-14;14:00;90;65;253;109;634;24;41
02-avr-14;19:00;76;79;195;81;522;24;39
02-avr-14;22:00;43;75;100;30;470;23;39
03-avr-14;8:00;68;64;324;147;633;23;42
03-avr-14;16:00;59;57;516;254;878;24;46
03-avr-14;20:00;54;62;163;75;521;23;46
03-avr-14;23:00;24;54;111;37;443;23;47
04-avr-14;3:00;9;32;58;26;432;22;48
04-avr-14;12:00;79;64;176;73;579;23;44
04-avr-14;14:00;86;67;258;382;685;23;43
04-avr-14;18:00;86;60;365;188;628;23;43
04-avr-14;19:00;68;63;289;127;536;23;40
05-avr-14;8:00;50;65;146;59;519;22;42
05-avr-14;14:00;27;63;388;135;624;23;35
05-avr-14;21:00;9;51;142;59;480;23;44
06-avr-14;3:00;40;30;45;31;418;22;52
06-avr-14;7:00;8;32;108;39;451;22;50
06-avr-14;12:00;8;32;159;63;473;23;52
06-avr-14;17:00;32;39;154;59;488;23;51
10-nov-13;10:00;25;57;107;41;461;19;38
10-nov-13;17:00;82;66;102;47;525;20;32
11-nov-13;0:00;39;43;248;93;454;20;35
11-nov-13;4:00;53;53;30;24;475;19;34
11-nov-13;7:00;122;44;130;54;531;19;35
11-nov-13;17:00;63;59;171;63;583;20;35
11-nov-13;23:00;16;44;155;62;448;20;33
12-nov-13;8:00;117;44;330;129;763;20;44
12-nov-13;12:00;106;48;99;37;553;19;46
