DATE;HEURE;NO;NO2;PM10;CO2;TEMP;HUMI
2013-03-16;19:00;ND;ND;37;494;15;58
2013-03-17;04:00;ND;ND;12;437;14;61
2013-03-17;08:00;ND;ND;15;440;15;62
2013-03-17;09:00;ND;ND;11;449;15;60
2013-03-17;10:00;ND;ND;17;457;15;61
2013-03-17;11:00;ND;ND;25;466;15;60
2013-03-17;14:00;ND;ND;16;494;16;59
2013-03-17;16:00;ND;ND;36;527;16;61
2013-03-17;17:00;ND;ND;29;511;16;60
2013-03-17;22:00;ND;ND;24;461;15;52
2013-03-18;04:00;ND;ND;16;438;14;54
2013-03-18;06:00;ND;ND;37;481;13;57
2013-03-18;19:00;ND;ND;44;498;15;58
2013-03-19;07:00;ND;ND;51;511;14;59
2013-03-19;08:00;ND;ND;61;525;14;59
2013-03-19;09:00;ND;ND;54;483;15;57
2013-03-19;13:00;ND;ND;47;505;16;53
2013-03-19;18:00;ND;ND;45;585;15;59
2013-03-19;20:00;ND;ND;30;498;15;60
2013-03-19;21:00;ND;ND;30;494;16;59
2013-04-23;02:00;ND;ND;22;422;17;43
2013-04-23;10:00;ND;ND;57;540;18;53
2013-04-23;11:00;ND;ND;53;526;18;52
2013-04-23;13:00;ND;ND;76;546;18;56
2013-04-23;15:00;ND;ND;157;641;18;54
2013-04-23;17:00;ND;ND;207;659;19;52
2013-04-24;04:00;ND;ND;71;509;18;54
2013-04-24;05:00;ND;ND;81;534;18;56
2013-04-25;15:00;35;107;133;668;21;44
2013-04-25;16:00;36;110;242;706;21;44
2013-04-25;19:00;50;125;107;544;22;43
2013-04-26;00:00;261;162;89;535;22;41
2013-04-26;11:00;52;66;78;557;21;49
2013-04-26;12:00;63;70;94;583;21;49
2013-04-26;20:00;6;45;25;486;19;40
2013-04-27;03:00;<2;38;11;426;17;40
2013-04-27;05:00;11;50;19;449;17;42
2013-04-27;09:00;5;49;15;472;17;35
2013-04-27;13:00;7;50;42;558;18;29
2013-04-28;04:00;<2;30;27;417;16;38
2013-04-28;08:00;<2;37;33;458;16;43
2013-04-28;14:00;19;70;48;568;17;37
2013-04-28;18:00;20;78;54;511;18;31
2013-04-29;00:00;<2;42;31;415;16;38
2013-04-29;02:00;4;58;21;430;16;40
2013-04-29;04:00;124;94;67;487;16;42
2013-04-29;05:00;117;97;61;487;16;42
2013-04-29;09:00;45;89;85;510;17;29
2013-04-29;10:00;38;84;78;523;18;33
2013-04-29;14:00;40;77;110;601;18;40
2013-04-29;15:00;35;74;160;651;18;41
2013-04-29;18:00;11;64;92;541;19;34
2013-04-29;20:00;5;56;38;473;18;33
2013-04-29;21:00;3;40;31;459;18;31
2013-04-30;10:00;25;67;92;537;18;35
2013-04-30;16:00;14;67;106;660;19;44
2013-04-30;17:00;24;71;114;633;19;48
2013-04-30;20:00;<2;48;28;463;18;46
2013-05-01;04:00;<2;25;24;424;17;46
2013-05-01;11:00;<2;38;47;467;18;51
2013-05-01;19:00;17;48;52;462;19;62
2013-05-01;20:00;52;57;47;463;19;62
2013-05-01;22:00;46;49;33;457;19;61
2013-05-01;23:00;21;48;17;422;19;58
2013-05-02;01:00;19;39;18;429;19;59
2013-05-02;02:00;11;36;10;426;18;58
2013-05-02;07:00;95;52;82;609;18;64
2013-05-02;11:00;26;66;26;512;19;51
2013-05-02;14:00;21;68;76;572;19;51
2013-05-02;17:00;28;65;111;637;20;53
2013-05-03;03:00;ND;ND;<2;448;18;52
2013-05-03;04:00;ND;ND;<2;463;18;53
2013-05-03;09:00;ND;ND;74;522;18;51
2013-05-03;16:00;ND;ND;85;641;19;48
2013-05-03;17:00;ND;ND;82;597;19;45
2013-05-03;22:00;ND;ND;37;474;18;35
2013-05-04;05:00;ND;ND;40;448;17;48
2013-05-04;08:00;ND;ND;31;470;17;50
2013-05-04;22:00;ND;ND;24;473;19;46
2013-05-05;01:00;ND;ND;15;432;19;44
2013-05-05;06:00;ND;ND;32;431;18;51
2013-05-05;12:00;ND;ND;43;529;19;46
2013-05-05;15:00;ND;ND;35;510;19;42
2013-05-05;17:00;ND;ND;34;516;19;39
2013-05-05;18:00;ND;ND;37;496;20;39
2013-05-06;04:00;ND;ND;37;459;18;50
2013-05-06;22:00;ND;ND;42;458;19;54
2013-05-07;03:00;ND;ND;27;450;19;54
2013-05-07;06:00;ND;ND;ND;ND;ND;ND
2013-05-07;07:00;ND;ND;ND;ND;ND;ND
2013-05-07;08:00;ND;ND;ND;ND;ND;ND
2013-05-07;13:00;ND;ND;ND;ND;ND;ND
2013-05-07;19:00;ND;ND;ND;ND;ND;ND
2013-05-08;13:00;ND;ND;<2;504;20;67
2013-05-08;22:00;ND;ND;17;452;20;56
2013-05-09;02:00;ND;ND;26;416;20;42
2013-05-09;05:00;ND;ND;25;433;19;47
2013-05-09;06:00;ND;ND;37;438;19;48
2013-05-09;15:00;ND;ND;102;559;20;37
2013-05-09;16:00;ND;ND;66;538;20;38
2013-05-10;11:00;ND;ND;62;505;19;48
2013-05-10;13:00;ND;ND;55;557;19;48
2013-05-12;05:00;ND;ND;24;429;17;45
2013-05-12;15:00;ND;ND;40;503;19;32
2013-05-12;17:00;ND;ND;40;490;19;32
2013-05-12;19:00;ND;ND;42;457;19;38
2013-05-13;00:00;ND;ND;34;420;19;51
2013-05-13;02:00;ND;ND;10;414;19;50
2013-05-13;05:00;ND;ND;32;471;18;54
2013-05-13;06:00;ND;ND;85;564;18;57
2013-05-13;08:00;ND;ND;83;523;19;53
2013-05-13;21:00;ND;ND;33;480;20;48
2013-05-13;22:00;ND;ND;25;438;20;49
2013-05-14;07:00;ND;ND;131;649;18;43
2013-05-14;08:00;ND;ND;127;547;19;40
2013-05-14;10:00;ND;ND;59;504;19;38
2013-05-14;11:00;ND;ND;47;502;19;36
2013-05-14;12:00;ND;ND;52;514;19;39
2013-05-14;13:00;ND;ND;60;526;19;42
2013-05-15;03:00;ND;ND;<2;422;18;50
2013-11-08;02:00;10;52;17;395;20;57
2013-11-08;16:00;53;75;32;550;19;56
2013-11-08;18:00;46;73;48;508;19;52
2013-11-08;19:00;23;59;26;460;19;48
2013-11-09;06:00;30;51;15;376;16;46
2013-11-09;17:00;128;95;25;531;17;55
2013-11-09;22:00;94;86;22;458;17;48
2013-11-10;05:00;6;36;16;365;16;53
2013-11-10;08:00;5;28;10;365;16;50
2013-11-10;12:00;12;42;14;419;16;38
2013-11-10;13:00;16;48;17;432;16;34
2013-11-10;21:00;41;69;30;405;16;41
2013-11-11;02:00;125;72;58;386;15;55
2013-11-11;04:00;189;75;27;411;15;48
2013-11-11;07:00;107;66;33;397;14;47
2013-11-11;11:00;32;58;27;420;15;45
2013-11-11;19:00;30;65;22;408;16;39
2013-11-12;04:00;24;42;24;359;16;44
2013-11-12;14:00;155;69;33;459;16;63
2013-11-12;15:00;171;76;39;485;16;66
2013-11-13;05:00;27;55;18;366;15;50
2013-11-13;07:00;116;73;46;443;15;51
2013-11-13;09:00;96;73;53;418;15;49
2013-11-13;19:00;100;90;44;450;16;46
2013-11-14;01:00;69;60;ND;460;15;49
2013-11-14;07:00;114;77;64;510;14;51
2013-11-14;10:00;106;80;34;502;15;57
2013-11-14;16:00;68;79;42;568;15;51
2013-11-14;20:00;39;69;28;481;15;46
2013-11-14;23:00;11;44;25;450;15;44
2013-11-15;02:00;<2;30;19;418;15;44
2013-11-15;08:00;63;63;56;522;15;55
2013-11-15;10:00;34;60;32;475;15;51
2013-11-15;12:00;32;59;30;500;16;48
2013-11-15;13:00;28;58;27;502;16;46
2013-11-15;20:00;27;53;38;499;15;45
2013-11-16;01:00;19;41;27;433;15;45
2013-11-16;03:00;16;36;18;416;14;46
2013-11-16;07:00;47;41;26;436;13;48
2013-11-16;13:00;37;44;27;487;13;44
2013-11-16;18:00;45;55;40;506;13;44
2013-11-17;10:00;33;35;29;459;13;49
2013-11-17;16:00;80;53;43;538;13;47
2013-11-17;17:00;79;55;43;512;14;46
2013-11-17;21:00;48;45;27;465;14;44
2013-11-17;22:00;49;44;29;469;14;45
2013-11-18;02:00;41;33;71;423;14;46
2013-11-18;05:00;91;52;34;445;13;46
2013-11-18;14:00;73;52;42;516;14;47
2013-11-18;21:00;66;54;30;489;13;44
2013-11-19;13:00;24;59;22;549;14;36
2013-11-19;17:00;43;72;44;611;14;41
2013-11-20;08:00;154;88;47;597;12;44
2013-11-20;10:00;121;97;23;525;13;35
2013-11-20;12:00;96;84;31;556;13;36
2013-11-20;14:00;89;80;32;563;13;47
2013-11-21;03:00;11;41;7;436;12;49
2013-11-21;09:00;59;61;36;529;12;50
2013-11-21;12:00;34;60;29;522;12;43
2013-11-21;23:00;27;46;32;504;13;48
2013-11-22;04:00;11;38;25;448;12;45
2013-11-24;01:00;27;38;20;460;13;45
2013-11-24;22:00;17;44;23;474;14;48
2013-11-25;07:00;71;75;46;529;12;50
2013-11-26;01:00;<2;26;20;445;14;49
2013-11-26;05:00;15;48;17;459;12;51
2013-11-26;08:00;77;66;56;565;12;53
2013-11-27;08:00;95;57;62;573;13;54
2013-11-27;10:00;73;58;39;530;13;51
2013-11-27;11:00;59;57;32;540;13;50
2013-11-27;21:00;76;62;33;522;13;43
2013-11-28;03:00;30;48;26;444;12;34
2013-11-28;08:00;168;79;62;625;12;44
2013-11-28;09:00;192;83;52;567;12;41
2013-11-28;21:00;77;51;50;565;14;58
2013-11-29;01:00;54;39;57;502;14;59
2013-11-29;05:00;140;52;30;524;13;63
2013-11-29;11:00;99;56;34;593;14;60
2013-11-29;15:00;87;63;41;545;14;62
2013-11-29;16:00;87;66;43;576;14;63
2013-11-29;19:00;67;71;30;514;15;58
2013-11-29;22:00;46;71;18;477;15;58
2013-11-29;23:00;48;71;13;462;15;54
2013-11-30;01:00;17;51;6;396;14;49
2013-11-30;06:00;23;53;18;407;13;50
2013-11-30;11:00;21;49;26;450;13;52
2013-11-30;18:00;57;64;51;588;15;53
2013-11-30;20:00;37;59;42;508;14;54
2013-11-30;23:00;61;66;36;488;14;53
2013-12-01;03:00;15;47;18;405;14;50
2013-12-01;05:00;12;45;24;417;13;53
2013-12-01;06:00;5;33;20;401;13;54
2013-12-01;07:00;14;40;20;398;13;55
2013-12-01;08:00;12;46;21;409;13;57
2013-12-01;18:00;71;73;47;524;14;52
2013-12-01;23:00;20;45;37;425;14;49
2013-12-02;02:00;5;32;21;392;13;54
2013-12-02;07:00;72;66;39;481;13;54
2013-12-02;18:00;95;74;43;536;14;48
2013-12-03;00:00;45;57;36;418;13;46
2013-03-07;00:00;48;75;45;447;19;59
2013-03-07;07:00;100;83;40;494;17;65
2013-03-07;21:00;110;78;43;502;19;63
2013-03-07;22:00;107;77;43;522;20;62
2013-03-08;01:00;43;56;51;439;20;62
2013-03-08;07:00;162;77;47;514;17;69
2013-03-08;10:00;88;68;41;487;19;66
2013-03-08;11:00;77;67;42;499;19;67
2013-03-08;12:00;53;62;27;494;19;68
2013-03-08;16:00;33;68;31;509;18;63
2013-03-08;17:00;28;64;37;518;18;65
2013-03-08;18:00;33;67;44;529;18;66
2013-03-08;22:00;34;70;32;471;19;64
2013-03-09;04:00;34;64;15;441;19;64
2013-03-09;06:00;38;63;21;442;18;65
2013-03-09;08:00;34;62;32;444;17;66
2013-03-09;14:00;36;74;33;500;19;51
2013-03-10;00:00;28;71;34;447;19;54
2013-03-10;03:00;49;77;28;447;19;55
2013-03-10;05:00;11;46;25;430;17;56
2013-03-10;06:00;9;33;10;421;17;55
2013-03-10;10:00;20;40;34;454;17;56
2013-03-10;15:00;29;45;21;485;17;50
2013-03-10;20:00;12;37;26;449;16;47
2013-03-10;22:00;8;29;24;441;16;48
2013-03-10;23:00;7;29;34;429;16;49
2013-03-11;09:00;35;51;46;468;14;50
2013-03-11;13:00;38;46;28;483;14;51
2013-03-11;21:00;16;47;21;449;13;51
2013-03-11;23:00;9;40;23;439;13;51
2013-03-12;06:00;18;55;27;453;11;48
2013-03-12;07:00;58;71;50;501;11;48
2013-03-12;09:00;29;61;64;497;12;49
2013-03-12;11:00;24;64;36;497;12;49
2013-03-12;19:00;9;55;33;491;12;50
2013-03-13;13:00;61;87;52;532;12;51
2013-03-13;17:00;42;76;81;631;13;51
2013-03-14;02:00;ND;ND;ND;445;12;59
2013-03-14;11:00;ND;ND;58;497;13;48
2013-03-15;08:00;ND;ND;110;526;12;49
2013-03-15;12:00;ND;ND;53;485;14;45
2013-03-15;14:00;ND;ND;66;504;14;45
2013-03-15;18:00;ND;ND;80;565;14;46
2013-03-15;23:00;ND;ND;43;462;14;47
2013-03-16;00:00;ND;ND;39;450;14;49
2013-03-16;04:00;ND;ND;22;437;14;50
2013-03-16;05:00;ND;ND;28;438;13;51
2013-03-16;07:00;ND;ND;40;444;13;50
2013-03-16;09:00;ND;ND;40;466;13;48
2013-03-16;12:00;ND;ND;42;479;14;46
2013-03-16;13:00;ND;ND;45;490;14;44
2013-03-16;14:00;ND;ND;55;507;14;44
2013-03-16;18:00;ND;ND;41;510;15;58
2013-03-16;21:00;ND;ND;20;465;15;59
2013-03-17;01:00;ND;ND;20;437;14;59
2013-03-17;05:00;ND;ND;17;436;15;61
2013-03-17;06:00;ND;ND;16;434;15;61
2013-03-17;07:00;ND;ND;18;436;15;62
2013-03-17;15:00;ND;ND;29;523;16;60
2013-03-18;05:00;ND;ND;24;456;13;56
2013-03-18;07:00;ND;ND;55;512;13;57
2013-03-18;08:00;ND;ND;65;535;13;56
2013-03-18;10:00;ND;ND;58;472;15;55
2013-03-18;14:00;ND;ND;28;506;15;57
2013-03-18;18:00;ND;ND;53;535;15;57
2013-03-19;01:00;ND;ND;30;427;15;58
2013-03-19;05:00;ND;ND;27;445;14;58
2013-03-19;10:00;ND;ND;42;476;15;55
2013-03-19;16:00;ND;ND;45;530;15;58
2013-03-20;01:00;ND;ND;12;422;16;59
2013-03-20;08:00;ND;ND;111;543;14;58
2013-03-20;10:00;ND;ND;32;465;15;54
2013-03-20;15:00;ND;ND;54;506;15;56
2013-03-20;16:00;ND;ND;62;514;15;54
2013-03-21;03:00;ND;ND;80;456;16;55
2013-03-21;11:00;ND;ND;55;495;15;55
2013-03-21;15:00;ND;ND;56;506;15;56
2013-03-21;20:00;ND;ND;32;482;16;58
2013-03-22;10:00;ND;ND;93;548;16;52
2013-03-22;12:00;20;64;40;495;19;33
2013-03-22;21:00;15;66;30;489;19;32
2013-03-23;00:00;17;61;39;468;19;32
2013-03-23;08:00;42;60;39;479;18;34
2013-03-23;09:00;38;59;40;483;18;35
2013-03-23;10:00;56;72;45;500;18;34
2013-03-23;12:00;23;60;45;512;19;35
2013-03-23;20:00;20;49;49;502;19;36
2013-03-24;12:00;10;44;44;486;17;36
2013-03-24;13:00;8;43;42;480;17;35
2013-03-24;17:00;<2;39;48;522;17;35
2013-03-24;20:00;21;64;45;498;17;30
2013-03-25;09:00;27;67;47;477;16;24
2013-03-25;10:00;20;65;39;476;16;23
2013-03-25;17:00;21;75;62;544;17;29
2013-03-25;20:00;11;60;50;482;17;28
2013-03-25;23:00;<2;39;45;447;17;26
2013-03-26;01:00;<2;28;158;430;17;24
2013-03-26;10:00;31;74;58;480;16;24
2013-03-26;12:00;15;66;50;486;16;24
2013-03-26;22:00;4;48;38;468;16;23
2013-05-22;20:00;12;56;24;450;18;48
2013-05-23;01:00;8;32;22;418;19;46
2013-05-23;07:00;48;65;67;611;18;41
2013-05-23;13:00;30;66;25;475;17;35
2013-05-23;19:00;34;69;22;465;16;45
2013-05-23;20:00;31;68;10;460;16;43
2013-05-24;05:00;101;66;26;461;14;48
2013-05-24;06:00;124;72;48;520;14;50
2013-05-24;18:00;53;74;31;532;16;50
2013-05-24;23:00;23;60;22;457;16;49
2013-05-25;02:00;4;27;7;424;15;49
2013-05-25;03:00;5;28;10;432;15;51
2013-05-25;09:00;9;45;8;453;16;46
2013-05-25;12:00;5;47;18;481;17;40
2013-05-25;14:00;10;58;17;511;16;38
2013-05-25;18:00;16;76;28;493;17;41
2013-05-25;19:00;15;72;4;476;17;34
2013-05-25;22:00;25;81;36;476;17;43
2013-05-26;02:00;13;61;20;435;16;45
2013-05-26;04:00;11;52;27;443;16;49
2013-05-26;12:00;7;51;36;480;17;43
2013-05-26;20:00;5;66;22;468;18;35
2013-05-26;22:00;21;94;28;473;18;36
2013-05-26;23:00;18;87;30;442;18;36
2013-05-27;01:00;19;84;24;443;18;37
2013-05-27;06:00;182;125;56;572;16;46
2013-05-27;07:00;168;134;48;574;16;43
2013-05-27;21:00;8;83;34;468;19;41
2013-05-27;23:00;<2;47;46;463;19;40
2013-05-28;04:00;46;76;27;453;18;53
2013-05-28;07:00;90;78;58;553;18;60
2013-05-28;10:00;100;98;36;514;18;60
2013-05-28;13:00;102;98;45;508;18;59
2013-05-28;17:00;44;83;44;568;18;46
2013-05-28;19:00;24;66;35;470;19;43
2013-05-29;09:00;78;70;31;477;18;44
2013-05-29;15:00;62;77;40;520;18;40
2013-05-29;16:00;45;69;39;536;18;39
2013-05-29;19:00;35;66;74;482;19;54
2013-05-30;01:00;5;32;11;426;19;48
2013-05-30;13:00;41;75;18;498;18;62
2013-05-30;14:00;33;74;21;514;18;62
2013-05-30;16:00;44;82;62;606;18;65
2013-05-30;17:00;68;97;39;566;18;65
2013-05-30;23:00;ND;ND;ND;ND;18;60
2013-05-31;01:00;3;30;5;421;19;56
2013-05-31;03:00;3;27;25;427;18;59
2013-05-31;06:00;76;86;46;505;17;62
2013-05-31;09:00;56;82;34;478;18;60
2013-05-31;15:00;32;83;50;534;18;63
2013-05-31;19:00;12;70;34;460;19;59
2013-06-01;00:00;15;71;30;427;19;58
2013-06-01;10:00;8;54;27;455;19;51
2013-06-01;17:00;16;61;41;510;20;52
2013-06-01;18:00;13;56;45;480;20;54
2013-06-02;01:00;6;41;10;416;19;48
2013-06-02;08:00;5;31;<2;438;18;41
2013-06-02;14:00;14;54;23;475;19;39
2013-06-03;07:00;47;62;56;506;17;54
2013-06-03;23:00;3;29;30;416;19;46
2013-06-04;02:00;<2;17;15;416;18;47
2013-06-04;08:00;57;62;39;474;17;50
2013-06-04;09:00;29;54;35;460;18;49
2013-06-04;15:00;23;62;47;504;19;42
2013-06-05;00:00;3;30;47;420;20;48
2013-06-05;06:00;68;59;63;502;17;60
2013-06-05;07:00;57;58;63;512;18;60
2013-06-05;15:00;13;83;49;491;21;47
2013-06-05;20:00;15;82;32;457;21;43
2013-06-06;10:00;33;97;66;510;22;57
2013-06-06;16:00;26;114;36;597;23;48
2013-06-06;23:00;47;108;56;505;23;52
2013-06-07;01:00;15;81;52;497;24;50
2013-06-07;05:00;68;96;37;493;21;54
2013-06-07;11:00;9;84;47;522;24;41
2013-06-07;14:00;11;87;56;566;24;40
2013-06-07;19:00;4;73;46;553;24;43
2013-06-08;05:00;5;35;37;445;22;52
2013-06-08;07:00;13;42;45;452;22;53
2013-06-08;12:00;5;55;49;504;23;57
2013-06-09;08:00;12;28;19;439;20;56
2013-06-09;15:00;28;40;32;498;20;57
2013-06-09;16:00;25;39;20;482;20;56
2013-06-09;17:00;19;40;39;495;20;58
2013-06-09;19:00;11;41;28;449;21;58
2013-06-10;03:00;<2;22;13;416;20;48
2013-06-10;05:00;38;57;31;448;19;50
2013-06-10;06:00;50;57;78;515;19;55
2013-06-10;16:00;31;83;73;530;21;52
2013-06-10;19:00;17;84;50;464;21;50
2013-06-10;21:00;6;58;44;448;22;49
2013-06-10;23:00;9;64;39;408;22;50
2013-06-11;08:00;47;85;44;488;21;53
2013-06-11;13:00;51;99;49;488;21;56
2013-06-11;15:00;43;95;56;514;22;58
2013-06-12;12:00;76;65;64;519;23;63
2013-06-12;22:00;36;40;28;495;23;65
2013-06-13;06:00;113;56;45;523;21;64
2013-06-13;08:00;59;53;29;500;22;59
2013-06-13;12:00;51;64;27;500;21;57
2013-03-19;23:00;ND;ND;25;447;16;59
2013-03-20;03:00;ND;ND;11;421;16;58
2013-03-20;07:00;ND;ND;57;538;14;59
2013-03-20;09:00;ND;ND;46;481;15;57
2013-03-20;11:00;ND;ND;37;484;16;53
2013-03-20;12:00;ND;ND;50;492;15;52
2013-03-20;13:00;ND;ND;55;497;15;54
2013-03-20;17:00;ND;ND;66;546;15;54
2013-03-21;06:00;ND;ND;53;478;14;56
2013-03-21;08:00;ND;ND;99;556;14;56
2013-03-21;10:00;ND;ND;56;485;15;55
2013-03-21;14:00;ND;ND;53;498;15;57
2013-03-21;17:00;ND;ND;63;535;16;56
2013-03-21;18:00;ND;ND;60;560;16;56
2013-03-21;19:00;ND;ND;57;523;16;58
2013-03-21;21:00;ND;ND;28;478;16;58
2013-03-22;08:00;ND;ND;63;525;14;52
2013-03-22;16:00;27;69;56;543;18;38
2013-03-22;17:00;30;72;53;552;19;38
2013-03-22;19:00;33;80;47;508;19;34
2013-03-22;22:00;15;61;32;483;19;32
2013-03-22;23:00;21;66;36;477;19;32
2013-03-23;15:00;21;56;52;536;19;38
2013-03-23;21:00;16;47;40;487;19;35
2013-03-24;03:00;<2;26;31;434;18;36
2013-03-24;05:00;<2;27;30;443;17;38
2013-03-24;07:00;4;36;40;447;17;38
2013-03-24;08:00;4;37;39;453;17;38
2013-03-24;10:00;13;46;50;489;17;37
2013-03-24;11:00;15;50;49;491;17;37
2013-03-24;15:00;7;45;44;502;17;35
2013-03-24;16:00;<2;39;38;498;17;35
2013-03-24;18:00;<2;42;53;480;17;33
2013-03-24;23:00;<2;41;33;441;17;27
2013-03-25;19:00;18;68;60;504;17;28
2013-03-26;04:00;<2;23;33;426;16;24
2013-03-26;08:00;61;78;111;554;15;28
2013-03-26;16:00;31;82;70;529;16;27
2013-03-27;05:00;7;46;39;441;15;26
2013-03-27;06:00;29;62;49;461;14;28
2013-03-27;15:00;27;82;56;523;16;25
2013-03-27;22:00;9;65;45;470;17;23
2013-03-28;07:00;66;81;77;514;15;30
2013-03-28;08:00;63;76;77;537;15;31
2013-03-28;14:00;16;67;66;516;16;31
2013-03-28;16:00;26;80;60;529;15;30
2013-03-28;18:00;44;90;73;546;16;30
2013-03-28;22:00;5;55;39;488;17;27
2013-03-29;07:00;ND;ND;123;ND;14;29
2013-03-29;16:00;ND;ND;61;538;16;27
2013-03-29;17:00;ND;ND;67;561;16;27
2013-03-29;18:00;ND;ND;76;548;16;27
2013-03-30;03:00;ND;ND;33;433;15;25
2013-03-30;04:00;ND;ND;36;443;15;25
2013-03-30;14:00;ND;ND;55;534;16;27
2013-03-30;18:00;ND;ND;64;563;16;25
2013-03-31;02:00;ND;ND;34;448;15;28
2013-03-31;06:00;ND;ND;31;455;14;32
2013-03-31;07:00;ND;ND;30;454;14;32
2013-03-31;08:00;ND;ND;25;456;14;31
2013-03-31;12:00;ND;ND;25;472;15;27
2013-03-31;17:00;ND;ND;36;514;15;26
2013-03-31;22:00;ND;ND;37;461;15;26
2013-04-01;02:00;ND;ND;ND;437;ND;ND
2013-04-01;03:00;ND;ND;32;449;ND;ND
2013-04-01;06:00;ND;ND;43;451;ND;ND
2013-04-01;07:00;ND;ND;41;461;ND;ND
2013-04-01;18:00;ND;ND;59;516;ND;ND
2013-04-02;01:00;ND;ND;153;426;ND;ND
2013-04-02;09:00;ND;ND;56;486;ND;ND
2013-04-02;10:00;ND;ND;46;506;ND;ND
2013-04-02;11:00;ND;ND;44;500;ND;ND
2013-04-02;16:00;ND;ND;150;681;ND;ND
2013-04-02;22:00;ND;ND;48;462;ND;ND
2013-04-03;07:00;ND;ND;119;647;ND;ND
2013-04-03;13:00;ND;ND;96;549;ND;ND
2013-04-03;17:00;ND;ND;125;631;ND;ND
2013-04-03;20:00;ND;ND;48;479;ND;ND
2013-04-04;00:00;ND;ND;64;429;ND;ND
2013-04-04;01:00;ND;ND;90;429;ND;ND
2013-04-04;05:00;ND;ND;79;483;ND;ND
2013-04-04;09:00;ND;ND;62;494;ND;ND
2013-04-04;13:00;ND;ND;95;576;ND;ND
2013-04-04;15:00;ND;ND;118;658;ND;ND
2013-04-05;06:00;ND;ND;135;578;ND;ND
2013-04-05;10:00;ND;ND;61;522;ND;ND
2013-04-05;21:00;12;57;72;503;ND;ND
2013-04-05;23:00;11;57;65;463;ND;ND
2013-04-06;06:00;6;46;47;463;ND;ND
2013-04-06;07:00;17;52;45;477;ND;ND
2013-04-06;10:00;13;56;46;525;ND;ND
2013-04-06;15:00;24;62;65;607;ND;ND
2013-04-06;16:00;19;59;62;596;ND;ND
2013-04-06;18:00;26;68;57;554;ND;ND
2013-04-06;23:00;27;77;56;489;ND;ND
2013-04-07;04:00;<2;52;35;463;ND;ND
2013-04-07;21:00;4;57;27;471;ND;ND
2013-04-08;03:00;10;61;23;448;ND;ND
2013-04-08;07:00;136;89;185;678;ND;ND
2013-04-08;11:00;42;82;65;539;ND;ND
2013-05-15;06:00;ND;ND;78;547;17;49
2013-05-15;07:00;ND;ND;74;598;18;48
2013-05-15;17:00;ND;ND;83;658;20;38
2013-05-15;23:00;ND;ND;41;426;20;41
2013-05-16;06:00;ND;ND;67;573;19;53
2013-05-16;14:00;81;91;76;567;19;51
2013-05-16;18:00;43;75;62;531;20;47
2013-05-17;01:00;17;53;13;428;18;50
2013-05-17;02:00;21;53;14;429;18;50
2013-05-17;03:00;32;54;26;435;18;51
2013-05-17;04:00;38;60;26;446;18;51
2013-05-17;07:00;113;57;119;652;18;54
2013-05-17;08:00;65;57;83;518;19;51
2013-05-17;09:00;47;66;43;485;19;48
2013-05-17;12:00;19;63;39;522;19;41
2013-05-17;16:00;18;61;93;626;20;42
2013-05-17;17:00;22;64;95;598;20;41
2013-05-17;18:00;15;66;63;525;20;39
2013-05-18;03:00;9;46;22;432;18;47
2013-05-18;04:00;9;43;25;439;18;48
2013-05-18;08:00;6;40;16;449;18;45
2013-05-18;12:00;8;49;34;494;19;44
2013-05-18;13:00;8;48;42;523;19;44
2013-05-18;15:00;15;59;58;553;20;51
2013-05-18;18:00;38;70;57;525;20;59
2013-05-19;03:00;4;33;14;428;19;52
2013-05-19;04:00;4;28;14;432;18;53
2013-05-19;09:00;19;53;18;480;19;53
2013-05-19;10:00;16;53;21;484;19;50
2013-05-19;12:00;22;65;30;520;19;47
2013-05-19;14:00;29;59;46;531;20;53
2013-05-19;23:00;18;53;25;437;19;60
2013-05-20;05:00;23;49;27;445;18;56
2013-05-20;12:00;40;51;26;530;19;61
2013-05-20;15:00;39;56;17;525;19;60
2013-05-20;23:00;37;41;23;432;18;61
2013-05-21;23:00;7;34;7;412;18;51
2013-05-22;08:00;29;54;70;522;18;45
2013-05-22;15:00;20;65;50;521;18;46
2013-05-22;21:00;10;51;27;462;19;47
2013-05-22;22:00;16;54;21;440;19;46
2013-05-23;03:00;7;28;18;419;18;50
2013-05-23;06:00;80;75;66;547;17;44
2013-05-23;09:00;29;62;28;462;18;32
2013-05-23;15:00;32;66;45;558;17;42
2013-05-23;16:00;30;65;51;550;17;46
2013-05-24;13:00;75;74;21;528;16;50
2013-05-24;19:00;41;68;15;481;16;48
2013-05-25;15:00;13;65;28;504;17;38
2013-05-25;20:00;26;83;27;483;17;35
2013-05-25;23:00;37;92;34;467;17;45
2013-05-26;05:00;11;48;22;444;15;51
2013-05-26;11:00;3;31;17;464;17;39
2013-05-26;13:00;6;46;26;486;17;43
2013-05-26;14:00;4;42;19;504;17;42
2013-05-27;03:00;73;93;23;458;17;40
2013-05-27;04:00;246;139;62;506;16;44
2013-05-27;10:00;25;93;32;479;18;39
2013-05-27;12:00;43;111;33;503;18;39
2013-05-27;15:00;37;105;47;524;18;39
2013-05-27;16:00;24;92;52;533;19;39
2013-05-27;18:00;32;105;36;489;19;39
2013-05-27;20:00;16;100;31;464;19;41
2013-05-28;03:00;6;47;46;436;19;50
2013-05-28;05:00;94;90;46;483;18;57
